"County" "Year" "JanAvgMaxTemp" "FebAvgMaxTemp" "MarAvgMaxTemp" "AprAvgMaxTemp" "JanAvgMinTemp" "FebAvgMinTemp" "MarAvgMinTemp" "AprAvgMinTemp" "JanTotalPrecip" "FebTotalPrecip" "MarTotalPrecip" "AprTotalPrecip" "AprTotalGDD" "CornYield" "SoybeanYield"
"4061" "steele" 1982 13 27.4 38.2 54.1 -7 7.1 20.3 30.3 1.2 0.35 1.36 1.67 54 116 33
"4062" "steele" 1983 28.3 32.5 42.1 51.7 12.3 19.1 25.9 30.7 0.73 1.03 2.22 4.06 27 89 34
"4063" "steele" 1984 25 36.5 34.5 58.1 6.4 20.4 14.8 35.1 0.19 1.44 2.17 4.41 35 115 34
"4064" "steele" 1985 23 26.3 47.1 65.4 -1.6 6.5 28 39.8 0.51 0.23 2.6 2.22 199 116 32
"4065" "steele" 1986 26.9 24.5 45.2 63.9 7.3 6.7 23.3 36.9 0.71 0.41 2.07 4.55 106 130 39
"4067" "steele" 1988 20.4 24.8 45 60.7 0.8 6.1 25 33.9 1.24 0.23 1.11 2.86 69 86 31
"4068" "steele" 1989 33.8 23.5 37.1 57.8 14.5 -0.2 19 35.2 0.29 0.55 2.26 3.36 91 136 41
"4069" "steele" 1990 36.7 35.1 48 60.6 18.2 15.4 27.1 36.9 0.23 0.42 4.17 2.57 152 136 40
"4070" "steele" 1991 21.5 36.9 46.1 61.3 2.6 17.5 25.9 39.3 0.33 0.51 3.12 4.24 137 130 39
"4071" "steele" 1992 30.3 34.2 42.8 53.4 15.1 22.7 25.6 34.5 0.65 0.37 2.65 2.65 42 116 33
"4072" "steele" 1993 22.9 23.6 35.1 53.5 5.6 7.8 18.2 33.5 1.22 0.73 2.09 5.44 36 52 23
"4073" "steele" 1994 13.6 21.2 44.1 60.1 -4.7 2.9 25.6 34.6 1.35 0.67 0.12 4.59 105 151 44
"4074" "steele" 1995 24.3 30.7 44.4 52.8 10.3 11.5 25.6 32.5 0.32 0.03 3.11 3.13 6 128 46
"4076" "steele" 1997 17.5 28.3 37 53.1 -0.9 9.3 20.1 29.3 1.05 0.38 1.07 1.63 23 143 42
"4077" "steele" 1998 24.5 36.4 36.7 60 10.3 23.6 20.1 38.1 1.34 0.34 4.02 2.6 79 171 49
"4078" "steele" 1999 19.4 34.9 43 57.2 3.3 18.5 22.4 36.7 5.37 0.21 1.24 6.43 33 143 43
"4079" "steele" 2000 24 34.6 49.9 56.9 5 17.6 28.2 33.8 0.84 0.56 1.38 0.92 72 147 46
"4080" "steele" 2001 25.6 19.4 31.7 57.4 10.6 -1.6 16 35.6 1.32 1.72 1.09 4.91 65 138 40
"4081" "steele" 2002 31.3 34.6 32.6 54.3 14.5 17.5 15.5 33.5 0.63 0.51 2.92 2.72 91 167 51
"4082" "steele" 2003 22.1 25.1 39.7 58.2 3.9 5.6 20.6 35.3 0.28 0.53 1.96 1.51 104 155 31
"4083" "steele" 2004 20.1 27.1 42.9 60.6 3.1 12.3 26.6 33.3 0.36 1.81 2.34 1.95 72 169 38
"4084" "steele" 2005 21.1 33.2 38 60.1 6.6 15.7 20.3 37.4 0.85 1.42 2.5 2.11 93 182 53
"4085" "steele" 2006 32.8 26.4 38.5 62.3 20 8.5 23.7 39.9 0.76 0.24 2.57 4.4 118 178 52
"4086" "steele" 2007 26.4 17.7 43.5 55.4 10.5 1 26.8 34.3 0.75 1.36 3.03 1.76 107 175 52
"4087" "steele" 2008 18.9 21.5 35.7 50.6 0.6 3.6 18.1 33.2 0.38 0.23 0.78 5.01 43 171 41.5
"4088" "steele" 2009 16.8 29 39.9 56.6 -4.1 9.2 21.3 33.8 0.58 0.63 0.94 2.92 59 184 43
"4089" "steele" 2010 15.3 22.6 44.8 65.6 -1.2 3.2 26.4 40.3 0.53 0.99 1.27 1.01 133 186.5 51.6
"4090" "steele" 2011 17.6 23.9 35 52.5 0.7 8.4 19 34.5 0.78 1.27 2.34 3.79 25 170.5 41.6
"4091" "steele" 2012 30.7 34.9 56.9 58.8 12.6 18.4 37.2 37.3 0.71 2.06 1.63 3.35 61 176.8 49.7
"4094" "stevens" 1980 20.6 22 30.6 61 1.5 1.8 13.2 34.3 1.17 0.63 1.09 0.15 97 96 29
"4095" "stevens" 1981 25 30.3 47.9 59.3 0.7 9.5 22.1 35.2 0.23 1.43 0.67 1.78 62 109 33
"4096" "stevens" 1982 6.2 19.1 32.3 51 -17.5 -0.2 16.6 29.7 1.31 0.27 2.07 1.56 44 101 33
"4097" "stevens" 1983 24.5 29.4 36.5 50.9 8.3 15 25.1 30.9 0.75 0.15 2.34 0.84 15 85 33
"4098" "stevens" 1984 18.8 33.2 29.5 55.8 0.8 17.8 13.3 35.2 0.74 1.05 1.28 2.34 19 105 34
"4099" "stevens" 1985 15.5 19.5 41.5 59.7 -6.7 0 25.4 36.5 0.28 0.47 2.74 2.13 107 99 29
"4100" "stevens" 1986 23.1 18.1 37.8 54.3 4.5 1.8 19.6 34.8 0.45 1.25 0.88 6.18 22 110 32
"4101" "stevens" 1987 27.4 38.9 40.6 65.5 8.3 20 23.8 36.8 0.63 0.32 1.57 0.39 137 118 33
"4102" "stevens" 1988 16.2 19.7 39.4 58.4 -5 -1.4 20.7 28.7 0.7 0.2 0.82 0.57 45 59 16
"4103" "stevens" 1989 28 13.8 29.6 52.9 3.3 -8.2 13.3 31.8 0.59 0.58 1.37 2.4 60 126 36
"4104" "stevens" 1990 32.4 30.6 41.3 57.1 12.3 5.9 21.3 30.6 0.08 0.33 1.49 1.94 119 114 34
"4105" "stevens" 1991 19.5 33.6 39.4 58.1 -3.7 10.2 20.4 35 0.36 0.86 1.79 3.72 84 115 40
"4106" "stevens" 1992 27.9 31.7 41.8 49 9.7 17.7 23.2 30.3 0.56 0.29 1.66 1.98 31 105 26
"4107" "stevens" 1993 18.3 19.2 33.9 53.3 -3.5 2 13.9 32.6 0.89 0.36 1.68 1.85 19 67 23
"4108" "stevens" 1994 6.3 15.4 37 54.7 -11.3 -5.2 21.9 33.1 1 0.71 0.78 5.57 39 135 33
"4109" "stevens" 1995 19.9 23.6 36.5 46 4.3 5.1 20.9 30.9 0.91 0.55 3.77 2.5 0 102 39
"4110" "stevens" 1996 10.5 21.3 28.4 47.8 -8.1 3.2 12 29.1 1.19 0.39 0.3 0.83 8 123 34
"4111" "stevens" 1997 12.3 24 31.2 49.3 -5.5 4.3 12.5 29.7 2.25 0.31 2.19 2.7 16 141 39
"4112" "stevens" 1998 19.6 32.8 33.5 60.2 4.3 21.9 21.5 37.3 1.03 1.18 1.13 1.81 74 159 40
"4113" "stevens" 1999 16.7 33.7 40.6 55 -1.4 15 23.2 36.1 1.27 0.19 1.64 1.37 42 153 41
"4114" "stevens" 2000 21.1 30.2 47.7 55 0.6 12.6 28.9 32.3 0.77 1.36 1.1 1.45 59 158 42
"4115" "stevens" 2001 23.8 14.1 29.4 51.4 5.5 -7.1 10.1 34.2 1.17 1.65 0.66 5.55 68 137 39
"4116" "stevens" 2002 27.1 35.2 27.3 49.7 10.3 15.7 10.7 31.7 0.22 0.99 1.31 1.95 56 165 43
"4117" "stevens" 2003 20.7 21.4 37.6 57.8 1.3 0.4 15.3 34 0.35 0.26 0.44 1.99 81 154 34
"4118" "stevens" 2004 16.2 23.3 41.8 59.9 -2.8 5.9 24.2 32 0.58 0.73 1.52 1.09 63 148 33
"4119" "stevens" 2005 16.6 29.5 38.4 60 -1.9 9.8 17.8 36.5 1.66 0.7 0.29 2.81 88 170 41
"4120" "stevens" 2006 29.6 21 35.4 58.8 16.2 0.3 22 38.3 0.17 0.41 0.85 2.79 90 161 39
"4121" "stevens" 2007 23.7 15.7 39.2 50.5 6.1 -1.9 23.1 31.4 0.18 1.82 1.38 3.79 73 142.1 41
"4122" "stevens" 2008 15.9 17.8 31.7 48.9 -4.2 -1.9 13.8 29.9 0.05 0.42 1.14 2.89 10 156 38
"4123" "stevens" 2009 12.1 21.7 33.5 50.8 -10.4 2.7 16.1 32 0.51 0.95 2.84 0.88 26 161 36.5
"4124" "stevens" 2010 16.2 18.2 40.8 63.2 1.5 0.9 25.3 38.6 1.2 1.08 1.02 1.59 92 179.7 44.8
"4125" "stevens" 2011 13 19.7 28.5 49.5 -4.9 0.8 11.8 33.3 1.12 0.86 0.74 1.31 5 139.6 37.5
"4126" "stevens" 2012 29.3 32 51 57.7 8.7 11.2 29.3 35.1 0.5 0.97 0.95 2.54 41 186.3 46.6
"4129" "swift" 1980 22.6 24.1 35.3 63.3 5.1 6 16.1 36.2 1.1 0.87 1.71 0.14 128 82 26
"4130" "swift" 1981 27.8 32.3 49.4 61.8 4.5 12.8 25.7 38.1 0.24 2.08 0.63 1.73 81 105 31
"4131" "swift" 1982 7.6 23.7 35.1 54.1 -11.6 5.7 20.6 31.4 1.78 0.31 1.97 1.72 57 112 35
"4132" "swift" 1983 26 31.2 39.3 52.5 9.2 18.9 26.4 32 0.65 0.23 2.22 0.74 20 76 34
"4133" "swift" 1984 19.9 33.1 32.1 56.2 4.2 21.5 16.2 35.3 0.52 0.52 1.57 2.98 16 98 33
"4134" "swift" 1985 20.5 25.3 42.6 63.6 -1.6 6.1 26.3 38.7 0.23 0.21 0.99 2.65 147 105 29
"4135" "swift" 1986 24.3 20.8 42.8 57.9 7.8 4.4 23.8 37.3 0.64 0.81 0.83 6.43 45 106 30
"4136" "swift" 1987 29.2 40.5 44.2 68.9 11.7 21.9 26.2 38.7 0.32 0.73 1.64 0.28 187 117 33
"4137" "swift" 1988 17.3 21.3 40.8 62.2 -2.6 2.8 23.3 32.3 0.87 0.18 1.42 0.95 66 72 19
"4138" "swift" 1989 30.2 16.3 33.5 55.3 7.9 -3.7 17 34.1 0.42 0.78 1.46 2.5 80 120 33
"4139" "swift" 1990 35.5 33.7 43.4 58.9 15.7 11.7 24.4 33.7 0.21 0.28 2.63 2.24 138 116 36
"4140" "swift" 1991 20.8 36.1 42.8 60.2 0.3 14.7 23.3 37.5 0.24 0.64 3.11 3.9 92 120 38
"4141" "swift" 1992 29.5 34.4 42.8 52.8 12.6 20.2 25.5 33 0.92 0.18 2.02 1.71 58 103 28
"4142" "swift" 1993 19.3 20.5 36.9 54.9 -0.2 5.2 17.7 32 0.65 0.26 1.39 1.7 28 73 22
"4143" "swift" 1994 6.8 17.4 40.6 57.3 -9.2 -1.1 22.2 33.4 0.67 0.72 0.97 6.04 40 142 37
"4144" "swift" 1995 23.7 26.9 40.7 48.9 6.9 8 23.7 31.1 0.55 0.35 2.67 2.27 0 110 32
"4145" "swift" 1996 13.1 24.1 32.9 51.1 -5.9 4.9 13.6 29.9 2.01 1.3 0.62 1.02 12 122 36
"4146" "swift" 1997 14.3 25.8 34.8 53.2 -3.5 8.4 16.5 31.3 1.76 0.06 1.72 1.69 30 127 36
"4147" "swift" 1998 21.3 34.9 35.3 62.7 7.7 23.1 22.2 37.6 0.85 1.05 0.76 1.86 93 152 39
"4148" "swift" 1999 17.9 35.2 43.9 57.8 0.5 19.3 23.6 37.7 0.9 0.19 1.18 1.71 59 154 41
"4149" "swift" 2000 22.4 33.8 51 57.9 2.6 15.2 29.6 33.7 0.67 0.96 0.91 0.9 72 155 39
"4150" "swift" 2001 27.4 16.9 31.9 55.9 8.8 -1.8 15.7 35.3 1.06 1.46 0.9 7.86 83 137 37
"4151" "swift" 2002 29.9 38.8 29.8 54.3 13.1 18.2 12 33.6 0.18 0.68 1.6 2.9 73 170 42
"4152" "swift" 2003 21.5 24 40 59.4 3.9 1.8 17.5 35.6 0.35 0.51 0.55 1.99 116 143 31
"4153" "swift" 2004 17.5 24.9 43.4 62.1 -1.7 6.2 23.5 31.5 0.59 0.93 1.02 1.09 63 142 30
"4154" "swift" 2005 18.1 30.5 39.5 61.6 0.7 10.8 17.3 37.3 1.55 0.68 0.42 4.54 106 180 44
"4155" "swift" 2006 31.3 23.3 38.6 61.6 17.9 1.1 21.5 37.6 0.22 0.21 1.04 4.01 93 161 42
"4156" "swift" 2007 24.4 17.3 40.7 51.9 7.5 -2.1 25.1 32.2 0.05 1.47 2.14 4.29 81 137 39
"4157" "swift" 2008 17.9 20.5 33.9 51.5 -3.9 -1.2 13.9 29.3 0.09 0.46 1.58 1.74 18 160 39
"4158" "swift" 2009 15.6 24.4 36 53.6 -9.8 4 16.9 32.4 0.71 0.81 4.42 1.08 40 173 40
"4159" "swift" 2010 15 19.1 43.2 64.7 0.4 0.7 25.7 39.7 1.59 1.3 1.05 2.1 113 180.1 46.8
"4160" "swift" 2011 15.3 22.2 31 51.6 -3.5 1.6 12.6 34.6 1.16 0.72 1.04 1.83 18 154.1 38.4
"4161" "swift" 2012 30.6 34.2 53.1 59 10 12.7 30.3 37.8 0.34 1.35 0.76 2.47 75 182.8 46.4
"4164" "todd" 1980 19.7 22.9 33.6 62.4 -1.1 0.4 8 32.9 2.01 0.78 1.62 0.09 104 77 29
"4165" "todd" 1981 28.5 31.6 47.7 59.2 2.9 9.9 20.8 34.2 0.16 1.99 0.47 2.76 36 82 27
"4166" "todd" 1982 7.8 23.2 33.7 52 -15 2.3 15.5 29.3 2.19 0.44 2.43 2.1 49 82 31
"4167" "todd" 1983 24.5 30.4 38.8 52.8 6.5 15.5 23.5 29.3 0.94 0.11 3.29 0.9 17 81 25
"4168" "todd" 1984 21 35.3 33.1 57.6 -0.5 18.3 12.7 31.8 0.74 0.6 0.88 2.51 13 83 29
"4169" "todd" 1985 20.2 24.9 43.2 62.4 -2.2 0.9 23.9 36.4 0.3 0.36 3.07 2.8 116 82 19
"4170" "todd" 1986 25 22.3 42.1 58.7 6.3 2.4 21.2 35.2 0.84 1.33 1.13 6.16 37 96 33
"4171" "todd" 1987 28.6 39.5 47 69.3 10.3 19.3 25.8 36.7 0.71 0.42 1.63 0.17 171 104 34
"4172" "todd" 1988 17.3 20.3 39.2 61.1 -3.3 -0.8 21.4 31.5 1.77 0.19 2.24 0.7 58 75 22
"4173" "todd" 1989 26.5 15.9 31.2 53.4 5.4 -5.7 13.7 32.3 1.12 0.73 2.71 2.5 59 80 19
"4174" "todd" 1990 32.5 30.9 42.9 57.3 13.6 8.2 23.1 32.6 0.4 1.19 3.14 3.94 122 94 32
"4175" "todd" 1991 19.5 33.3 41.3 59.3 -0.8 11.2 21.2 35.5 0.67 1.82 2.05 5.09 97 86 31
"4176" "todd" 1992 28 31.3 42.5 50.9 10 17.7 23.5 31.7 0.75 0.52 1.88 3.14 43 58 15
"4177" "todd" 1993 19.7 22.8 36.6 54 0.2 4.2 15.4 31.2 2.06 0.37 1.94 1.99 26 35 20
"4178" "todd" 1994 7.8 18 40.2 56.7 -10.5 -1.8 22.6 32.1 1.54 0.94 1.37 5.2 46 112 30
"4179" "todd" 1995 21.1 24 39.2 48.3 4.5 4 21.3 29.4 1.28 0.74 2.54 2.18 1 97 32
"4180" "todd" 1996 13.5 23.4 30.3 49.7 -8.3 4.4 11 27.5 2.07 1.03 1.02 1.22 9 88 25
"4181" "todd" 1997 13.8 27.4 35.2 52.9 -3.1 7.1 15.8 29.9 3.54 0.09 1.88 0.73 19 111 34
"4182" "todd" 1998 21.7 36.3 37.5 61.3 7.1 23.7 21.6 35.3 1.36 1.11 1.06 1.68 56 105 28
"4183" "todd" 1999 17.4 34 41.8 56.8 0.8 15.6 22 35 2.44 0.24 1.77 2.3 29 110 39
"4184" "todd" 2000 23.4 33.9 49.9 56.2 2.5 12.5 27.2 32 1.03 1.74 1.48 1.3 47 123 37
"4185" "todd" 2001 27.4 18.4 35.6 55.3 9.3 -2.1 15.3 34.8 1.12 2.55 0.88 7.09 83 104 34
"4186" "todd" 2002 30.7 37.2 30.3 52.6 11.8 15.7 10.1 32.1 0.09 1.56 2.19 2.85 69 132 42
"4187" "todd" 2003 21.4 23.9 40.3 58.2 3.4 1.2 16.2 32.9 0.41 0.5 0.66 2.82 84 101 22
"4188" "todd" 2004 16.2 27.3 43.8 60.5 -1.8 10.1 22.9 32 1.04 1.67 1.49 2.93 50 104 27
"4189" "todd" 2005 18.8 31.6 39.7 62 0.1 14.7 17.7 38 1.1 0.46 0.74 3.26 113 131 38
"4192" "todd" 2008 17.4 18.9 31.8 48.5 -4.3 -1.5 10.8 27.1 0.01 0.58 1.19 3.47 8 121 28.5
"4193" "todd" 2009 11.8 23.1 32.7 51 -13 2.4 12.6 29.6 0.5 1.35 3.69 1.34 28 124 32.5
"4194" "todd" 2010 16.5 23.2 44.6 61.7 -1.4 1 24.3 35.2 1.12 0.64 1.32 2.05 37 142.7 39.5
"4195" "todd" 2011 13.6 21.7 30.5 49.5 -5.6 1.6 9.7 30.5 0.92 0.7 1.09 2.59 6 131.7 35.2
"4196" "todd" 2012 26.8 30.3 50.5 54.8 8.4 10.7 28.2 32.5 0.53 0.7 1.43 3.53 27 130.7 33
"4199" "traverse" 1980 22.45 23.3 33.3 63.65 4.05 5.05 15.1 35.6 1.115 0.53 0.76 0.285 125.5 58 23
"4201" "traverse" 1981 28.6 33.55 50.25 62.65 4.45 12.9 23.9 37.35 0.33 0.905 0.995 1.195 101 80 25
"4203" "traverse" 1982 7.4 23.75 35.4 53.9 -14.35 2.75 19.2 30.6 1.515 0.24 2.71 0.33 53 75 25
"4205" "traverse" 1983 28.8 32.9 36.9 52.45 10.6 16.4 25.5 30.5 0.16 0.185 2.81 0.51 25 64 30
"4207" "traverse" 1984 22.5 34.7 31.65 56.8 5.7 19.9 14.7 34.8 0.57 0.815 1.685 3.075 15 95 31
"4209" "traverse" 1985 21.6 25.8 45.9 65.55 -1.65 4.45 25.55 35.9 0.355 0.205 1.82 1.41 139 101 33
"4211" "traverse" 1986 27.35 21.85 43.4 56.85 9.3 4.1 24.35 35.95 0.63 0.615 0.95 5.95 42 98 31
"4213" "traverse" 1987 33.1 41.25 43.3 69.2 12.15 21.5 24.85 37.85 0.4 0.795 1.57 0.52 172.5 90 30
"4215" "traverse" 1988 21.85 25.05 43.5 64.3 -1.25 3.8 22.7 31.6 0.685 0.195 0.935 0.495 75.5 36 14
"4217" "traverse" 1989 31.1 19.1 32.9 55.9 6.7 -3.7 16.5 33.45 0.935 0.64 1.84 2.7 69 109 35
"4219" "traverse" 1990 36.35 35.15 45.6 60.95 15.55 10.75 23.5 31.3 0.19 0.36 1.91 2.115 133.5 111 33
"4221" "traverse" 1991 23.05 39 42.7 61.1 0 12.65 20.3 35.9 0.09 0.81 1.63 4.59 98.5 105 36
"4223" "traverse" 1992 31.7 34.7 45.55 53.15 11.3 19.2 25.35 31.25 0.565 0.4 1.205 1.745 50.5 102 30
"4225" "traverse" 1993 19.8 21.5 37.4 54.35 -1.55 4.45 17.6 32.1 0.93 0.245 1.44 1.885 23.5 67 17
"4227" "traverse" 1994 8 17.3 41.3 58.2 -10.25 -4.15 23.05 32.65 1.24 0.78 0.54 3.885 35 116 27
"4229" "traverse" 1995 21.65 26.25 37.7 48.05 1.9 6.15 20 31.35 1.36 0.65 4.08 2.645 0.5 101 34
"4231" "traverse" 1996 14.5 25.75 30.25 51.3 -6.85 5.75 12.85 29.25 1.615 0.42 0.775 0.195 10 118 33
"4233" "traverse" 1997 14.55 27.4 35.5 52 -5.5 7.55 15.2 30 2.91 0.605 2.025 2.81 21 135 37
"4235" "traverse" 1998 21.25 34.55 34.25 62.5 6.3 21.55 20.9 37.9 1.305 1.565 1.54 1.58 96 147 37
"4237" "traverse" 1999 18.2 35.9 45 56.9 0.2 17.65 24.05 35.45 1.43 0.075 1.35 1.43 43.5 153 40
"4239" "traverse" 2000 21.8666666666667 32.8 48.8666666666667 56.3666666666667 0.6 13.5333333333333 26.5333333333333 31.8666666666667 0.576666666666667 0.926666666666667 1.31333333333333 2.27 47 151 38
"4242" "traverse" 2001 26.1333333333333 16.4 32.0666666666667 53.2 7.2 -5 14.6666666666667 33.9 1.36 1.2 0.406666666666667 4.86 67.6666666666667 139 39
"4245" "traverse" 2002 28.0666666666667 37.3333333333333 30.2 52.5666666666667 8.86666666666667 15.3666666666667 11.5333333333333 30.2666666666667 0.58 0.776666666666667 1.08 1.68333333333333 67 161 40
"4248" "traverse" 2003 21.6 23.0666666666667 40.4333333333333 60.4 1.7 0.3 14.9 33.4666666666667 0.26 0.246666666666667 0.33 2.39 88 128 31
"4251" "traverse" 2004 17.1666666666667 27.8666666666667 45.3 61.7 -1.7 8.66666666666667 23.6 31.1333333333333 0.733333333333333 0.58 0.986666666666667 1.18666666666667 64.3333333333333 149 33
"4254" "traverse" 2005 17.9666666666667 31.0666666666667 39.7666666666667 61.5666666666667 -1.7 10.8333333333333 17.5666666666667 35.1 1.08333333333333 0.733333333333333 0.07 1.23333333333333 76.6666666666667 160 35
"4257" "traverse" 2006 31.2666666666667 22.9666666666667 35.9666666666667 61.3333333333333 17.0333333333333 1.76666666666667 21 37.1666666666667 0.116666666666667 0.21 1.12666666666667 3.49333333333333 95.3333333333333 145 41
"4260" "traverse" 2007 24.7 17.1666666666667 41.6 50.7333333333333 5.33333333333333 -0.4 22.5333333333333 30.3666666666667 0.19 1.27 2.66333333333333 4.54666666666667 66 130 37
"4263" "traverse" 2008 17.5333333333333 19.1 34 50.1666666666667 -4.36666666666667 -2.36666666666667 13.8333333333333 28.4 0.07 0.213333333333333 1.14666666666667 2.84 10.3333333333333 134 30.5
"4266" "traverse" 2009 13.9333333333333 23.1333333333333 32.5 51.3333333333333 -9.33333333333333 1.6 12.7333333333333 30.4333333333333 0.586666666666667 1.03333333333333 2.43333333333333 1.22333333333333 21 159 36.5
"4269" "traverse" 2010 15.5 18 40.9333333333333 63.5 -0.433333333333333 0.666666666666667 24.4333333333333 38 1.27333333333333 1.32666666666667 1.52333333333333 1.98666666666667 79.6666666666667 165.2 40.2
"4272" "traverse" 2011 13.7 21.7 28.7333333333333 48.4666666666667 -5.43333333333333 0.5 9.3 31.0666666666667 1.08666666666667 1.2 1.33 1.48 12 111.7 33.4
"4275" "traverse" 2012 30.3666666666667 33.4333333333333 52.7 59.0666666666667 8.16666666666667 11.2 27.7 35 0.53 1.12666666666667 0.536666666666667 4.12666666666667 52.3333333333333 181.9 47.6
"4284" "wabasha" 1980 28.6 29 40.5 63.3 8 7.5 18.8 37.1 1.22333333333333 0.583333333333333 0.66 1.67666666666667 132 100 35
"4287" "wabasha" 1981 32.6 37.7 49.9 64 9.9 15.4 29.2 41.4 0.0733333333333333 2.28666666666667 0.46 2.59 114 129 37
"4290" "wabasha" 1982 17.2 30.6 38.9 54.4 -4.8 6.1 22 31 3.17333333333333 0.143333333333333 1.01 2.59333333333333 48 114 32
"4293" "wabasha" 1983 29.3 34.8 42.3 53.2 11 19.1 24.9 28.7 0.94 0.853333333333333 0.743333333333333 3.29 22 103 35
"4296" "wabasha" 1984 26.5 38.3 36.7 56.5 1 16.6 13.3 34.3 0.26 1.15666666666667 1.3 4.395 17 132 38
"4299" "wabasha" 1985 24.3 26.9 47.8 65.4 2.9 5.6 26.8 40.1 0.37 0.476666666666667 2.35666666666667 2.75333333333333 177 119 32
"4302" "wabasha" 1986 29.8 25.7 45.3 65.1 6.8 7.8 21.2 39.2 0.575 0.73 1.55 4.505 107 142 40
"4305" "wabasha" 1987 30.5 41.6 49.6 70.4 11.3 17.6 26.8 36.3 0.55 0 0.87 0.526666666666667 136 138 44
"4308" "wabasha" 1988 22.9 25.9 44.5 59.2 -0.1 2 22.3 30.7 1.32666666666667 0.13 1.13 2.51 33 94 37
"4311" "wabasha" 1989 36.4 24 36 56 10.4 -2.8 15.2 31.3 0.295 0.51 2.905 1.87666666666667 50 138 42
"4314" "wabasha" 1990 35.5 35.1 46.9 59.8 13.7 9.1 23.6 32.2 0.545 0.61 2.67666666666667 5.41 116 142 45
"4317" "wabasha" 1991 24.8 36.9 44.6 62.4 5.8 16.3 24.5 38.7 0.295 0.36 2.88 6.525 125 136 43
"4320" "wabasha" 1992 32.2 38.1 43.1 53 17.5 22.7 24.7 35.3 0.74 0.48 2.39 2.88 35 101 27
"4323" "wabasha" 1993 28 31.3 41.7 55.2 4.6 7.3 20.3 32.1 1.33333333333333 0.553333333333333 1.7 5.16333333333333 17 87 34
"4326" "wabasha" 1994 20.1 28.9 46.1 59.7 -4 4.4 25.9 33.3 0.913333333333333 0.665 0.223333333333333 4.80666666666667 50 153 43
"4329" "wabasha" 1995 27.3 33.6 46.6 53.1 10.4 10.2 27.5 30.7 0.413333333333333 0.126666666666667 3.00333333333333 2.82666666666667 0 127 48
"4335" "wabasha" 1997 22 32.1 40.5 59.1 -5.5 8.5 16 28 1.77666666666667 0.43 1.54666666666667 1.48333333333333 33 149 45
"4338" "wabasha" 1998 29.7 40.8 40.7 63.1 12.4 22.7 21.9 36.4 1.58666666666667 2.23666666666667 3.94666666666667 2.11333333333333 70 170 49
"4344" "wabasha" 2000 25.1 36.1 51 58.2 0.1 13.5 26 30.4 1.42333333333333 0.725 0.496666666666667 1.87 33 158 51
"4347" "wabasha" 2001 27.9 24 36.1 51.8 5.8 -2.1 15.5 31.4 1.14333333333333 0.953333333333333 1.04333333333333 5.33666666666667 4 153 35
"4353" "wabasha" 2003 23.7 26.9 41.8 57.6 3.7 3.1 19.5 33.6 0.23 0.486666666666667 1.75333333333333 2.4 81 157 35
"4356" "wabasha" 2004 20.6 29.2 43 60.9 1.5 6.8 27 32.4 0.396666666666667 1.54 2.15 1.68 75 176 44
"4359" "wabasha" 2005 23.5 34 40.1 62.1 6.3 15.3 17.4 36 1.13 1.45 2.11666666666667 1.49666666666667 99 186 53
"4362" "wabasha" 2006 35.8 29.2 41 63.7 20.2 7.8 22.3 37.6 0.736666666666667 0.493333333333333 2.45333333333333 2.24 117 172 53
"4365" "wabasha" 2007 27.8 19.9 45.4 56.5 9.1 0 23.9 33.2 1.18333333333333 1.64333333333333 2.68333333333333 1.58 90 169 50
"4368" "wabasha" 2008 21.5 21.9 34.7 50.8 0.5 -0.6 12.8 30.2 0.983333333333333 0.88 0.826666666666667 5.05 22 179 46.5
"4371" "wabasha" 2009 16 30 41.5 57 -11.8 7.2 19.5 30.6 0.85 1.03 0.866666666666667 2.76 46 183 44.5
"4374" "wabasha" 2010 19.3 27.5 47.2 65.8 -0.5 -0.1 22.4 36.9 0.596666666666667 0.796666666666667 0.59 1.54333333333333 108 185.9 52.3
"4377" "wabasha" 2011 19.5 27.5 37.8 53.7 -1.7 5.6 17.8 34.1 0.83 1.6 2.73 3.44 27 181.3 49.8
"4380" "wabasha" 2012 30.4 35.4 59 58.7 8.6 17.3 36.9 34.4 0.883333333333333 2.02333333333333 1.5 2.83 54 187.4 54.1
"4389" "wadena" 1980 16.5 19 29.4 59 -4.9 -3 3.8 31.5 1.43 0.6 1.17 0.05 82 79 25
"4390" "wadena" 1981 23.9 27.9 44.2 54.9 1 7.9 20.4 31.3 0.08 0.71 0.52 2.29 11 77 32
"4391" "wadena" 1982 5 18.2 30 48.1 -19.7 -3.6 10.3 26.9 1.37 0.61 1.81 2.15 29 78 30
"4392" "wadena" 1983 22.2 27.5 36.3 50 3.7 11.8 22.1 28.6 0.5 0.09 2.11 0.72 11 51 16
"4393" "wadena" 1984 16.5 31.1 29.9 55.7 -3.4 14.9 9.2 31.3 0.58 0.59 0.61 1.53 8 56 23
"4394" "wadena" 1985 14.9 18.2 39.4 56.6 -7.2 -3.7 20.7 33.5 0.18 0.23 2.63 3.93 73 71 20
"4395" "wadena" 1986 22.3 19 37.5 54.6 2 0.7 17.2 33.1 0.76 0.75 0.65 4.94 11 93 30
"4396" "wadena" 1987 26.3 35.9 41.8 64.5 8 16.8 21 32.8 0.37 0.22 1.41 0.19 92 85 33
"4397" "wadena" 1988 14.5 17.1 35.3 55.9 -9 -8.7 16.3 26.4 0.91 0.1 2.32 0.42 19 57 25
